tweet_id,arg_id,message
991,991-5,0
991,991-6,0
991,991-7,0
991,991-8,0
991,991-9,0
991,991-10,0
991,991-11,0
991,991-12,0
991,991-13,0
992,992-0,0
992,992-1,0
993,993-0,1
993,993-1,0
994,994-0,0
994,994-1,0
994,994-2,0
995,995-0,0
995,995-1,0
995,995-2,0
995,995-3,0
995,995-4,0
995,995-5,0
996,996-0,0
996,996-1,1
996,996-2,0
996,996-3,0
997,997-0,1
997,997-1,0
997,997-2,0
997,997-3,0
997,997-4,0
997,997-5,0
997,997-6,0
997,997-7,0
997,997-8,0
998,998-0,0
998,998-1,0
998,998-2,0
998,998-3,1
998,998-4,0
998,998-5,0
999,999-0,1
999,999-1,0
999,999-2,0
999,999-3,0
1000,1000-0,1
1000,1000-1,0
1001,1001-0,0
1002,1002-0,0
1003,1003-0,0
1003,1003-1,1
1003,1003-2,0
1004,1004-0,0
1004,1004-1,0
1004,1004-2,0
1004,1004-3,0
1004,1004-4,0
1004,1004-5,0
1004,1004-6,0
1004,1004-7,0
1004,1004-8,0
1004,1004-9,0
1004,1004-10,0
1004,1004-11,0
1005,1005-0,0
1005,1005-1,1
1005,1005-2,0
1006,1006-0,0
1006,1006-1,0
1007,1007-0,0
1007,1007-1,0
1008,1008-0,1
1008,1008-1,0
1009,1009-0,1
1009,1009-1,0
1010,1010-0,0
1010,1010-1,1
1010,1010-2,0
1010,1010-3,0
1011,1011-0,0
1011,1011-1,0
1011,1011-2,0
1012,1012-0,0
1013,1013-0,1
1013,1013-1,0
1013,1013-2,0
1013,1013-3,0
1013,1013-4,0
1014,1014-0,0
1014,1014-1,0
1015,1015-0,0
1015,1015-1,0
1015,1015-2,0
1015,1015-3,0
1016,1016-0,0
1016,1016-1,0
1017,1017-0,0
1017,1017-1,0
1017,1017-2,0
1017,1017-3,0
1017,1017-4,0
1017,1017-5,0
1017,1017-6,0
1017,1017-7,0
1018,1018-0,0
1018,1018-1,0
1019,1019-0,0
1019,1019-1,0
1020,1020-0,1
1020,1020-1,0
1020,1020-2,0
1020,1020-3,0
1020,1020-4,0
1020,1020-5,0
1020,1020-6,0
1021,1021-0,1
1021,1021-1,0
1021,1021-2,0
1021,1021-3,0
1021,1021-4,0
1021,1021-5,0
1021,1021-6,0
1021,1021-7,0
1021,1021-8,0
1021,1021-9,0
1021,1021-10,0
1021,1021-11,0
1021,1021-12,0
1021,1021-13,0
1022,1022-0,0
1022,1022-1,0
1023,1023-0,1
1023,1023-1,0
1023,1023-2,0
1024,1024-0,0
1024,1024-1,0
1024,1024-2,0
1024,1024-3,0
1024,1024-4,0
1024,1024-5,1
1024,1024-6,0
1024,1024-7,0
1024,1024-8,0
1024,1024-9,0
1025,1025-0,1
1025,1025-1,0
1025,1025-2,0
1025,1025-3,0
1026,1026-0,0
1026,1026-1,1
1026,1026-2,0
1027,1027-0,0
1027,1027-1,0
1028,1028-0,0
1028,1028-1,1
1028,1028-2,0
1028,1028-3,0
1028,1028-4,0
1029,1029-0,0
1029,1029-1,1
1029,1029-2,0
1030,1030-0,0
1030,1030-1,0
1031,1031-0,1
1031,1031-1,0
1032,1032-0,0
1033,1033-0,0
1033,1033-1,0
1033,1033-2,0
1034,1034-0,0
1035,1035-0,0
1035,1035-1,1
1036,1036-0,1
1036,1036-1,0
1037,1037-0,1
1037,1037-1,0
1038,1038-0,0
1038,1038-1,1
1038,1038-2,0
1039,1039-0,1
1039,1039-1,0
1039,1039-2,0
1040,1040-0,0
1041,1041-0,0
1041,1041-1,0
1042,1042-0,0
1042,1042-1,0
1042,1042-2,0
1043,1043-0,0
1043,1043-1,0
1043,1043-2,1
1043,1043-3,0
1043,1043-4,0
1043,1043-5,0
1044,1044-0,1
1044,1044-1,0
1045,1045-0,0
1045,1045-1,0
1045,1045-2,1
1045,1045-3,0
1046,1046-0,0
1046,1046-1,0
1046,1046-2,0
1046,1046-3,0
1047,1047-0,0
1047,1047-1,1
1047,1047-2,0
1047,1047-3,0
1047,1047-4,0
1048,1048-0,1
1048,1048-1,0
1048,1048-2,0
1048,1048-3,0
1048,1048-4,0
1049,1049-0,0
1050,1050-0,0
1050,1050-1,0
1051,1051-0,0
1051,1051-1,0
1052,1052-0,0
1052,1052-1,0
1053,1053-0,0
1053,1053-1,1
1053,1053-2,0
1053,1053-3,0
1053,1053-4,0
1054,1054-0,1
1054,1054-1,0
1055,1055-0,1
1055,1055-1,0
1055,1055-2,0
1055,1055-3,0
1055,1055-4,0
1055,1055-5,0
1055,1055-6,0
1056,1056-0,0
1056,1056-1,0
1056,1056-2,1
1056,1056-3,0
1056,1056-4,0
1057,1057-0,0
1058,1058-0,0
1059,1059-0,1
1059,1059-1,0
1059,1059-2,0
1059,1059-3,0
1059,1059-4,0
1059,1059-5,0
1060,1060-0,0
1060,1060-1,0
1060,1060-2,0
1060,1060-3,1
1060,1060-4,0
1060,1060-5,0
1061,1061-0,1
1061,1061-1,0
1062,1062-0,0
1062,1062-1,0
1062,1062-2,0
1062,1062-3,1
1063,1063-0,0
1063,1063-1,0
1063,1063-2,0
1064,1064-0,0
1064,1064-1,0
1064,1064-2,0
1065,1065-0,1
1065,1065-1,0
1065,1065-2,0
1065,1065-3,0
1066,1066-0,0
1067,1067-0,0
1068,1068-0,0
1069,1069-0,0
1070,1070-0,0
1070,1070-1,1
1070,1070-2,0
1070,1070-3,0
1070,1070-4,0
1070,1070-5,0
1070,1070-6,0
1070,1070-7,0
1070,1070-8,0
1070,1070-9,0
1070,1070-10,0
1071,1071-0,0
1071,1071-1,0
1071,1071-2,1
1072,1072-0,0
1072,1072-1,1
1073,1073-0,0
1073,1073-1,0
1073,1073-2,0
1073,1073-3,1
1073,1073-4,0
1074,1074-0,1
1074,1074-1,0
1074,1074-2,0
1074,1074-3,0
1074,1074-4,0
1074,1074-5,0
1074,1074-6,0
1074,1074-7,0
1075,1075-0,0
1075,1075-1,1
1075,1075-2,0
1075,1075-3,0
1076,1076-0,0
1077,1077-0,0
1077,1077-1,0
1077,1077-2,0
1077,1077-3,0
1077,1077-4,0
1078,1078-0,0
1079,1079-0,0
1079,1079-1,1
1079,1079-2,0
1080,1080-0,0
1080,1080-1,0
1081,1081-0,0
1081,1081-1,0
1081,1081-2,1
1082,1082-0,0
1083,1083-0,0
1084,1084-0,0
1084,1084-1,0
1084,1084-2,0
1084,1084-3,0
1084,1084-4,0
1084,1084-5,0
1084,1084-6,0
1084,1084-7,0
1084,1084-8,0
1084,1084-9,0
1085,1085-0,0
1085,1085-1,0
1086,1086-0,0
1086,1086-1,0
1087,1087-0,0
1087,1087-1,0
1087,1087-2,0
1087,1087-3,0
1088,1088-0,1
1088,1088-1,0
1088,1088-2,0
1089,1089-0,0
1090,1090-0,0
1091,1091-0,0
1091,1091-1,1
1091,1091-2,0
1091,1091-3,0
1091,1091-4,0
1091,1091-5,0
1091,1091-6,0
1091,1091-7,0
1091,1091-8,0
1091,1091-9,0
1091,1091-10,0
1091,1091-11,0
1092,1092-0,0
1092,1092-1,0
1092,1092-2,0
1093,1093-0,1
1093,1093-1,0
1093,1093-2,0
1094,1094-0,0
1094,1094-1,0
1094,1094-2,0
1094,1094-3,0
1095,1095-0,0
1095,1095-1,0
1095,1095-2,1
1096,1096-0,0
1097,1097-0,0
1097,1097-1,0
1097,1097-2,0
1097,1097-3,0
1097,1097-4,0
1097,1097-5,0
1097,1097-6,0
1097,1097-7,1
1097,1097-8,0
1097,1097-9,0
1097,1097-10,0
1098,1098-0,1
1098,1098-1,0
1098,1098-2,0
1098,1098-3,0
1098,1098-4,0
1098,1098-5,0
1098,1098-6,0
1098,1098-7,0
1098,1098-8,0
1098,1098-9,0
1098,1098-10,0
1098,1098-11,0
1098,1098-12,0
1099,1099-0,0
1099,1099-1,0
1099,1099-2,0
1099,1099-3,0
1099,1099-4,0
1099,1099-5,0
1099,1099-6,0
1099,1099-7,0
1099,1099-8,0
1099,1099-9,0
1099,1099-10,0
1099,1099-11,0
1099,1099-12,1
1100,1100-0,0
1100,1100-1,0
1100,1100-2,0
1100,1100-3,0
1100,1100-4,1
1100,1100-5,0
1100,1100-6,0
1101,1101-0,1
1101,1101-1,0
1102,1102-0,0
1102,1102-1,0
1102,1102-2,0
1103,1103-0,0
1104,1104-0,0
1104,1104-1,0
1104,1104-2,1
1105,1105-0,0
1105,1105-1,1
1105,1105-2,0
1106,1106-0,0
1106,1106-1,0
1107,1107-0,0
1108,1108-0,0
1108,1108-1,1
1108,1108-2,0
1109,1109-0,1
1109,1109-1,0
1109,1109-2,0
1109,1109-3,0
1110,1110-0,1
1110,1110-1,0
1110,1110-2,0
1110,1110-3,0
1110,1110-4,0
1110,1110-5,0
1110,1110-6,0
1110,1110-7,0
1110,1110-8,0
1111,1111-0,0
1112,1112-0,0
1113,1113-0,0
1113,1113-1,1
1113,1113-2,0
1114,1114-0,0
1114,1114-1,0
1114,1114-2,0
1114,1114-3,1
1115,1115-0,0
1115,1115-1,0
1116,1116-0,0
1116,1116-1,0
1117,1117-0,0
1118,1118-0,1
1118,1118-1,0
1119,1119-0,0
1119,1119-1,0
1119,1119-2,0
1119,1119-3,0
1120,1120-0,0
1121,1121-0,0
1121,1121-1,0
1121,1121-2,1
1121,1121-3,0
1122,1122-0,1
1122,1122-1,0
1123,1123-0,0
1123,1123-1,0
1123,1123-2,0
1123,1123-3,1
1124,1124-0,0
1125,1125-0,0
1125,1125-1,0
1126,1126-0,0
1127,1127-0,1
1127,1127-1,0
1127,1127-2,0
1128,1128-0,0
1128,1128-1,0
1128,1128-2,1
1128,1128-3,0
1128,1128-4,0
1128,1128-5,0
1129,1129-0,0
1129,1129-1,0
1129,1129-2,0
1129,1129-3,0
1130,1130-0,0
1130,1130-1,0
1131,1131-0,1
1131,1131-1,0
1132,1132-0,0
1132,1132-1,1
1132,1132-2,0
1132,1132-3,0
1132,1132-4,0
1132,1132-5,0
1133,1133-0,1
1133,1133-1,0
1134,1134-0,0
1134,1134-1,1
1134,1134-2,0
1135,1135-0,0
1136,1136-0,0
1136,1136-1,0
1137,1137-0,0
1137,1137-1,1
1138,1138-0,0
1138,1138-1,0
1139,1139-0,0
1139,1139-1,0
1140,1140-0,1
1140,1140-1,0
1141,1141-0,1
1142,1142-0,0
1142,1142-1,0
1142,1142-2,0
1142,1142-3,0
1143,1143-0,1
1143,1143-1,0
1143,1143-2,0
1144,1144-0,0
1144,1144-1,0
1144,1144-2,1
1144,1144-3,0
1145,1145-0,0
1145,1145-1,0
1145,1145-2,0
1145,1145-3,0
1145,1145-4,0
1145,1145-5,0
1146,1146-0,1
1146,1146-1,0
1146,1146-2,0
1146,1146-3,0
1146,1146-4,0
1146,1146-5,0
1146,1146-6,0
1146,1146-7,0
1147,1147-0,0
1147,1147-1,1
1147,1147-2,0
1148,1148-0,0
1148,1148-1,0
1148,1148-2,0
1148,1148-3,0
1148,1148-4,0
1148,1148-5,0
1149,1149-0,0
1149,1149-1,1
1149,1149-2,0
1150,1150-0,0
1150,1150-1,0
1150,1150-2,0
1151,1151-0,0
1151,1151-1,0
1152,1152-0,1
1152,1152-1,0
1152,1152-2,0
1153,1153-0,1
1153,1153-1,0
1153,1153-2,0
1153,1153-3,0
1153,1153-4,0
1153,1153-5,0
1153,1153-6,0
1153,1153-7,0
1154,1154-0,0
1155,1155-0,0
1155,1155-1,0
1156,1156-0,0
1156,1156-1,0
1156,1156-2,0
1156,1156-3,0
1157,1157-0,1
1157,1157-1,0
1157,1157-2,0
1158,1158-0,1
1158,1158-1,0
1158,1158-2,0
1159,1159-0,0
1160,1160-0,0
1160,1160-1,0
1160,1160-2,1
1161,1161-0,0
1161,1161-1,0
1161,1161-2,0
1161,1161-3,0
1161,1161-4,1
1161,1161-5,0
1162,1162-0,0
1162,1162-1,0
1162,1162-2,0
1162,1162-3,0
1162,1162-4,1
1162,1162-5,0
1163,1163-0,1
1164,1164-0,0
1164,1164-1,1
1164,1164-2,0
1164,1164-3,0
1164,1164-4,0
1164,1164-5,0
1164,1164-6,0
1164,1164-7,0
1164,1164-8,0
1165,1165-0,0
1166,1166-0,0
1167,1167-0,0
1167,1167-1,0
1167,1167-2,0
1167,1167-3,0
1167,1167-4,1
1167,1167-5,0
1167,1167-6,0
1167,1167-7,0
1167,1167-8,0
1167,1167-9,0
1168,1168-0,0
1168,1168-1,1
1169,1169-0,0
1170,1170-0,0
1170,1170-1,0
1171,1171-0,0
1171,1171-1,0
1172,1172-0,0
1172,1172-1,0
1172,1172-2,0
1172,1172-3,0
1173,1173-0,1
1173,1173-1,0
1173,1173-2,0
1173,1173-3,0
1173,1173-4,0
1174,1174-0,0
1174,1174-1,1
1174,1174-2,0
1175,1175-0,0
1175,1175-1,0
1175,1175-2,0
1175,1175-3,0
1176,1176-0,0
1176,1176-1,0
1176,1176-2,0
1177,1177-0,1
1177,1177-1,0
1177,1177-2,0
1178,1178-0,0
1178,1178-1,1
1178,1178-2,0
1178,1178-3,0
1179,1179-0,0
1179,1179-1,0
1179,1179-2,1
1179,1179-3,0
1180,1180-0,0
1180,1180-1,0
1180,1180-2,0
1181,1181-0,0
1181,1181-1,0
1182,1182-0,0
1182,1182-1,1
1182,1182-2,0
1183,1183-0,0
1183,1183-1,0
1183,1183-2,0
1184,1184-0,1
1184,1184-1,0
1184,1184-2,0
1184,1184-3,0
1185,1185-0,0
1185,1185-1,0
1185,1185-2,0
1185,1185-3,0
1185,1185-4,1
1185,1185-5,0
1186,1186-0,1
1186,1186-1,0
1186,1186-2,0
1186,1186-3,0
1186,1186-4,0
1187,1187-0,1
1187,1187-1,0
1188,1188-0,0
1188,1188-1,0
1189,1189-0,0
1189,1189-1,0
1189,1189-2,1
1190,1190-0,0
1190,1190-1,0
1190,1190-2,0
1190,1190-3,0
1190,1190-4,0
1191,1191-0,1
1191,1191-1,0
1191,1191-2,0
1192,1192-0,0
1192,1192-1,1
1192,1192-2,0
1192,1192-3,0
1193,1193-0,0
1194,1194-0,0
1194,1194-1,0
1195,1195-0,0
1195,1195-1,1
1195,1195-2,0
1196,1196-0,0
1196,1196-1,0
1196,1196-2,0
1196,1196-3,0
1197,1197-0,0
1198,1198-0,0
1198,1198-1,1
1199,1199-0,0
1199,1199-1,0
1199,1199-2,0
1200,1200-0,1
1201,1201-0,0
1201,1201-1,0
1201,1201-2,0
1202,1202-0,0
1202,1202-1,1
1202,1202-2,0
1202,1202-3,0
1202,1202-4,0
1202,1202-5,0
1202,1202-6,0
1202,1202-7,0
1202,1202-8,0
1202,1202-9,0
1202,1202-10,0
1202,1202-11,0
1203,1203-0,0
1203,1203-1,0
1203,1203-2,0
1203,1203-3,0
1203,1203-4,0
1204,1204-0,0
1204,1204-1,0
1204,1204-2,0
1204,1204-3,0
1205,1205-0,0
1206,1206-0,0
1206,1206-1,0
1206,1206-2,1
1206,1206-3,0
1206,1206-4,0
1206,1206-5,0
1207,1207-0,0
1207,1207-1,1
1207,1207-2,0
1208,1208-0,0
1208,1208-1,0
1208,1208-2,0
1208,1208-3,0
1208,1208-4,0
1208,1208-5,0
1208,1208-6,0
1209,1209-0,1
1209,1209-1,0
1209,1209-2,0
1210,1210-0,0
1210,1210-1,0
1211,1211-0,0
1211,1211-1,0
1211,1211-2,0
1212,1212-0,1
1212,1212-1,0
1212,1212-2,0
1212,1212-3,0
1212,1212-4,0
1212,1212-5,0
1212,1212-6,0
1212,1212-7,0
1212,1212-8,0
1212,1212-9,0
1213,1213-0,0
1214,1214-0,0
1215,1215-0,0
1215,1215-1,0
1215,1215-2,0
1216,1216-0,0
1216,1216-1,0
1216,1216-2,0
1216,1216-3,0
1217,1217-0,0
1217,1217-1,0
1217,1217-2,0
1217,1217-3,0
1217,1217-4,1
1218,1218-0,0
1218,1218-1,0
1219,1219-0,1
1219,1219-1,0
1219,1219-2,0
1219,1219-3,0
1220,1220-0,1
1220,1220-1,0
1221,1221-0,0
1221,1221-1,0
1221,1221-2,1
1221,1221-3,0
1221,1221-4,0
1221,1221-5,0
1222,1222-0,0
1223,1223-0,1
1223,1223-1,0
1223,1223-2,0
1224,1224-0,0
1224,1224-1,0
1224,1224-2,0
1224,1224-3,0
1224,1224-4,1
1224,1224-5,0
1224,1224-6,0
1225,1225-0,0
1226,1226-0,0
1226,1226-1,0
1227,1227-0,0
1227,1227-1,0
1227,1227-2,1
1227,1227-3,0
1227,1227-4,0
1228,1228-0,0
1228,1228-1,1
1228,1228-2,0
1229,1229-0,0
1230,1230-0,1
1230,1230-1,0
1230,1230-2,0
1230,1230-3,0
1230,1230-4,0
1230,1230-5,0
1230,1230-6,0
1230,1230-7,0
1230,1230-8,0
1230,1230-9,0
1230,1230-10,0
1230,1230-11,0
1230,1230-12,0
1230,1230-13,0
1231,1231-0,1
1231,1231-1,0
1231,1231-2,0
1231,1231-3,0
1231,1231-4,0
1231,1231-5,0
1231,1231-6,0
1231,1231-7,0
1231,1231-8,0
1232,1232-0,0
1232,1232-1,0
1232,1232-2,0
1232,1232-3,0
1232,1232-4,1
1232,1232-5,0
1232,1232-6,0
1232,1232-7,0
1232,1232-8,0
1233,1233-0,0
1233,1233-1,0
1234,1234-0,0
1234,1234-1,0
1234,1234-2,0
1234,1234-3,0
1235,1235-0,0
1236,1236-0,0
1236,1236-1,0
1237,1237-0,0
1237,1237-1,0
1238,1238-0,0
1238,1238-1,1
1238,1238-2,0
1239,1239-0,0
1239,1239-1,0
1240,1240-0,0
1240,1240-1,0
1240,1240-2,1
1240,1240-3,0
1241,1241-0,0
1241,1241-1,0
1241,1241-2,0
1241,1241-3,0
1242,1242-0,0
1243,1243-0,0
1243,1243-1,1
1244,1244-0,0
1244,1244-1,0
1244,1244-2,1
1244,1244-3,0
1244,1244-4,0
1244,1244-5,0
1244,1244-6,0
1244,1244-7,0
1244,1244-8,0
1244,1244-9,0
1244,1244-10,0
1245,1245-0,0
1245,1245-1,0
1245,1245-2,0
1245,1245-3,0
1245,1245-4,0
1245,1245-5,0
1245,1245-6,1
1245,1245-7,0
1246,1246-0,0
1246,1246-1,0
1246,1246-2,0
1247,1247-0,0
1248,1248-0,0
1249,1249-0,0
1249,1249-1,0
1249,1249-2,0
1249,1249-3,0
1249,1249-4,0
1249,1249-5,0
1249,1249-6,0
1249,1249-7,1
1250,1250-0,0
1250,1250-1,0
1250,1250-2,0
1250,1250-3,0
1250,1250-4,0
1251,1251-0,0
1251,1251-1,0
1251,1251-2,0
1251,1251-3,0
1251,1251-4,0
1252,1252-0,0
1252,1252-1,0
1252,1252-2,0
1253,1253-0,1
1253,1253-1,0
1254,1254-0,0
1254,1254-1,1
1254,1254-2,0
1254,1254-3,0
1254,1254-4,0
1254,1254-5,0
1255,1255-0,0
1255,1255-1,0
1255,1255-2,1
1255,1255-3,0
1256,1256-0,0
1257,1257-0,0
1257,1257-1,0
1257,1257-2,0
1257,1257-3,0
1257,1257-4,0
1257,1257-5,0
1258,1258-0,0
1258,1258-1,0
1258,1258-2,0
1258,1258-3,0
1258,1258-4,0
1258,1258-5,0
1258,1258-6,0
1259,1259-0,0
1260,1260-0,0
1260,1260-1,0
1261,1261-0,0
1261,1261-1,0
1261,1261-2,0
1262,1262-0,0
1262,1262-1,1
1262,1262-2,0
1262,1262-3,0
1262,1262-4,0
1263,1263-0,0
1264,1264-0,0
1264,1264-1,0
1264,1264-2,0
1264,1264-3,1
1264,1264-4,0
1264,1264-5,0
1264,1264-6,0
1264,1264-7,0
1264,1264-8,0
1264,1264-9,0
1265,1265-0,0
1265,1265-1,0
1265,1265-2,0
1265,1265-3,0
1265,1265-4,0
1265,1265-5,0
1266,1266-0,0
1266,1266-1,0
1266,1266-2,1
1267,1267-0,1
1267,1267-1,0
1267,1267-2,0
1267,1267-3,0
1267,1267-4,0
1267,1267-5,0
1267,1267-6,0
1268,1268-0,0
1269,1269-0,0
1270,1270-0,1
1270,1270-1,0
1271,1271-0,1
1271,1271-1,0
1272,1272-0,0
1273,1273-0,0
1274,1274-0,0
1274,1274-1,0
1274,1274-2,0
1274,1274-3,0
1274,1274-4,0
1274,1274-5,1
1274,1274-6,0
1274,1274-7,0
1275,1275-0,1
1275,1275-1,0
1275,1275-2,0
1276,1276-0,0
1276,1276-1,0
1277,1277-0,0
1277,1277-1,0
1277,1277-2,0
1277,1277-3,0
1277,1277-4,0
1277,1277-5,0
1277,1277-6,0
1277,1277-7,0
1277,1277-8,0
1277,1277-9,0
1277,1277-10,0
1277,1277-11,0
1277,1277-12,0
1277,1277-13,0
1277,1277-14,0
1277,1277-15,0
1277,1277-16,0
1277,1277-17,0
1278,1278-0,0
1278,1278-1,0
1278,1278-2,0
1278,1278-3,0
1279,1279-0,0
1279,1279-1,0
1280,1280-0,1
1280,1280-1,0
1280,1280-2,0
1281,1281-0,0
1281,1281-1,0
1281,1281-2,0
1281,1281-3,1
1281,1281-4,0
1282,1282-0,1
1282,1282-1,0
1282,1282-2,0
1283,1283-0,1
1283,1283-1,0
1284,1284-0,0
1284,1284-1,0
1284,1284-2,0
1284,1284-3,1
1284,1284-4,0
1285,1285-0,0
1285,1285-1,0
1285,1285-2,0
1285,1285-3,0
1285,1285-4,0
1285,1285-5,0
1286,1286-0,0
1286,1286-1,0
1287,1287-0,0
1287,1287-1,0
1288,1288-0,1
1288,1288-1,0
1289,1289-0,0
1289,1289-1,0
1289,1289-2,0
1289,1289-3,1
1289,1289-4,0
1289,1289-5,0
1289,1289-6,0
1289,1289-7,0
1290,1290-0,1
1290,1290-1,0
1290,1290-2,0
1291,1291-0,0
1291,1291-1,0
1292,1292-0,1
1292,1292-1,0
1292,1292-2,0
1293,1293-0,1
1293,1293-1,0
1294,1294-0,1
1294,1294-1,0
1295,1295-0,0
1296,1296-0,0
1296,1296-1,0
1296,1296-2,1
1296,1296-3,0
1297,1297-0,0
1297,1297-1,0
1298,1298-0,0
1298,1298-1,0
1298,1298-2,0
1298,1298-3,1
1298,1298-4,0
1298,1298-5,0
1298,1298-6,0
1298,1298-7,0
1298,1298-8,0
1298,1298-9,0
1299,1299-0,0
1300,1300-0,0
1300,1300-1,0
1300,1300-2,0
1301,1301-0,1
1301,1301-1,0
1302,1302-0,0
1302,1302-1,1
1303,1303-0,0
1303,1303-1,1
1303,1303-2,0
1303,1303-3,0
1303,1303-4,0
1303,1303-5,0
1304,1304-0,0
1305,1305-0,0
1305,1305-1,0
1305,1305-2,0
1306,1306-0,0
1306,1306-1,0
1306,1306-2,0
1306,1306-3,1
1306,1306-4,0
1306,1306-5,0
1306,1306-6,0
1306,1306-7,0
1307,1307-0,0
1308,1308-0,1
1308,1308-1,0
1309,1309-0,1
1309,1309-1,0
1310,1310-0,1
1310,1310-1,0
1311,1311-0,0
1311,1311-1,0
1311,1311-2,0
1311,1311-3,0
1312,1312-0,0
1313,1313-0,1
1313,1313-1,0
1314,1314-0,1
1314,1314-1,0
1314,1314-2,0
1315,1315-0,0
1315,1315-1,1
1315,1315-2,0
1316,1316-0,0
1316,1316-1,0
1317,1317-0,0
1317,1317-1,0
1318,1318-0,0
1318,1318-1,0
1318,1318-2,0
1318,1318-3,0
1318,1318-4,1
1319,1319-0,0
1319,1319-1,0
1319,1319-2,0
1319,1319-3,1
1319,1319-4,0
1319,1319-5,0
1319,1319-6,0
1320,1320-0,0
1320,1320-1,1
1320,1320-2,0
1321,1321-0,0
1322,1322-0,1
1322,1322-1,0
1322,1322-2,0
1323,1323-0,0
1323,1323-1,0
1324,1324-0,0
1325,1325-0,0
1325,1325-1,0
1325,1325-2,0
1326,1326-0,1
1326,1326-1,0
1326,1326-2,0
1327,1327-0,0
1328,1328-0,0
1328,1328-1,1
1328,1328-2,0
1329,1329-0,0
1329,1329-1,0
1330,1330-0,0
1330,1330-1,1
1331,1331-0,0
1332,1332-0,0
1332,1332-1,0
1332,1332-2,0
1332,1332-3,0
1332,1332-4,0
1332,1332-5,0
1333,1333-0,0
1333,1333-1,1
1333,1333-2,0
1334,1334-0,0
1334,1334-1,0
1334,1334-2,1
1335,1335-0,0
1335,1335-1,0
1335,1335-2,0
1336,1336-0,1
1336,1336-1,0
1337,1337-0,0
1337,1337-1,0
1337,1337-2,0
1337,1337-3,0
1338,1338-0,0
1339,1339-0,0
1340,1340-0,1
1340,1340-1,0
1340,1340-2,0
1341,1341-0,0
1341,1341-1,0
1342,1342-0,1
1342,1342-1,0
1343,1343-0,0
1344,1344-0,0
1344,1344-1,0
1344,1344-2,0
1344,1344-3,0
1344,1344-4,0
1345,1345-0,1
1345,1345-1,0
1346,1346-0,1
1346,1346-1,0
1346,1346-2,0
1347,1347-0,0
1348,1348-0,1
1348,1348-1,0
1349,1349-0,0
1349,1349-1,0
1350,1350-0,0
1350,1350-1,0
1350,1350-2,0
1350,1350-3,0
1350,1350-4,0
1350,1350-5,0
1351,1351-0,1
1351,1351-1,0
1351,1351-2,0
1352,1352-0,0
1352,1352-1,0
1353,1353-0,0
1354,1354-0,0
1354,1354-1,0
1355,1355-0,1
1355,1355-1,0
1355,1355-2,0
1356,1356-0,0
1357,1357-0,1
1357,1357-1,0
1357,1357-2,0
1357,1357-3,0
1357,1357-4,0
1357,1357-5,0
1357,1357-6,0
1357,1357-7,0
1358,1358-0,0
1358,1358-1,0
1359,1359-0,0
1359,1359-1,0
1359,1359-2,1
1359,1359-3,0
1360,1360-0,0
1360,1360-1,1
1360,1360-2,0
1360,1360-3,0
1361,1361-0,1
1362,1362-0,1
1362,1362-1,0
1363,1363-0,0
1364,1364-0,0
1364,1364-1,0
1365,1365-0,0
1365,1365-1,0
1366,1366-0,1
1367,1367-0,0
1367,1367-1,0
1367,1367-2,0
1367,1367-3,1
1368,1368-0,0
1368,1368-1,0
1369,1369-0,0
1369,1369-1,0
1369,1369-2,0
1369,1369-3,0
1370,1370-0,1
1370,1370-1,0
1371,1371-0,0
1371,1371-1,0
1372,1372-0,1
1372,1372-1,0
1372,1372-2,0
1372,1372-3,0
1372,1372-4,0
1372,1372-5,0
1372,1372-6,0
1372,1372-7,0
1373,1373-0,1
1373,1373-1,0
1373,1373-2,0
1373,1373-3,0
1374,1374-0,0
1374,1374-1,0
1374,1374-2,0
1374,1374-3,0
1374,1374-4,0
1374,1374-5,0
1375,1375-0,0
1375,1375-1,0
1375,1375-2,1
1375,1375-3,0
1375,1375-4,0
1375,1375-5,0
1375,1375-6,0
1376,1376-0,1
1376,1376-1,0
1376,1376-2,0
1376,1376-3,0
1377,1377-0,0
1377,1377-1,0
1377,1377-2,1
1377,1377-3,0
1377,1377-4,0
1377,1377-5,0
1378,1378-0,0
1378,1378-1,0
1378,1378-2,0
1378,1378-3,1
1378,1378-4,0
1378,1378-5,0
1379,1379-0,0
1379,1379-1,0
1379,1379-2,0
1379,1379-3,1
1379,1379-4,0
1379,1379-5,0
1380,1380-0,0
1380,1380-1,0
1380,1380-2,0
1381,1381-0,0
1381,1381-1,0
1381,1381-2,0
1382,1382-0,0
1382,1382-1,0
1383,1383-0,1
1383,1383-1,0
1383,1383-2,0
1383,1383-3,0
1383,1383-4,0
1383,1383-5,0
1383,1383-6,0
1384,1384-0,0
1384,1384-1,0
1385,1385-0,0
1385,1385-1,0
1386,1386-0,0
1386,1386-1,0
1386,1386-2,0
1386,1386-3,0
1386,1386-4,0
1386,1386-5,1
1386,1386-6,0
1387,1387-0,0
1387,1387-1,0
1387,1387-2,0
1387,1387-3,0
1387,1387-4,1
1387,1387-5,0
1388,1388-0,0
1388,1388-1,0
1388,1388-2,0
1388,1388-3,0
1388,1388-4,0
1388,1388-5,0
1388,1388-6,0
1388,1388-7,0
1388,1388-8,0
1389,1389-0,0
1390,1390-0,1
1390,1390-1,0
1390,1390-2,0
1390,1390-3,0
1391,1391-0,0
1391,1391-1,0
1391,1391-2,0
1391,1391-3,0
1391,1391-4,0
1392,1392-0,0
